pid - plain text,year,dept,,
116416,2013,Department of Biochemistry,,
114135,2013,Department of Biochemistry,,
114677,2013,Department of Biochemistry,,
114137,2013,Integrated Program in Neuroscience,,
114678,2013,Integrated Program in Neuroscience,,
116407,2013,Department of Medicine,,
114139,2013,Department of Medicine,,
114679,2013,Department of Medicine,,
116312,2013,Department of Physiology,,
114680,2013,Department of Physiology,,
116378,2013,Department of Microbiology & Immunology,,
114681,2013,Department of Microbiology & Immunology,,
116382,2013,Department of Kinesiology and Physical Education,,
114682,2013,Department of Kinesiology and Physical Education,,
114683,2013,Faculty of Law,,
116399,2013,Department of Political Science,,
114684,2013,Department of Political Science,,
116485,2013,Schulich School of Music,,
114685,2013,Schulich School of Music,,
116437,2013,Department of Electrical and Computer Engineering,,
114686,2013,Department of Electrical and Computer Engineering,,
116304,2013,Department of Integrated Studies in Education,,
114687,2013,Department of Integrated Studies in Education,,
116398,2013,Department of Educational and Counselling Psychology,,
114149,2013,Department of Educational and Counselling Psychology,,
114688,2013,Department of Educational and Counselling Psychology,,
116422,2013,Department of Integrated Studies in Education,,
114689,2013,Department of Integrated Studies in Education,,
116386,2013,Department of Educational and Counselling Psychology,,
114152,2013,Department of Educational and Counselling Psychology,,
114906,2013,Department of Educational and Counselling Psychology,,
114907,2013,School of Social Work,,
116389,2013,Department of Natural Resource Sciences,,
114908,2013,Department of Natural Resource Sciences,,
116305,2013,Department of Mechanical Engineering,,
114909,2013,Department of Mechanical Engineering,,
116445,2013,Integrated Program in Neuroscience,,
114910,2013,Integrated Program in Neuroscience,,
116374,2013,Department of History and Classical Studies,,
114911,2013,Department of History and Classical Studies,,
116293,2013,School of Dietetics and Human Nutrition,,
114912,2013,School of Dietetics and Human Nutrition,,
116405,2013,Department of Integrated Studies in Education,,
114913,2013,Department of Integrated Studies in Education,,
114914,2013,Department of Epidemiology & Biostatistics,,
114915,2013,Faculty of Law,,
116391,2013,Department of Anthropology,,
114916,2013,Department of Anthropology,,
116381,2013,Desautels Faculty of Management,,
114164,2013,Desautels Faculty of Management,,
114917,2013,Desautels Faculty of Management,,
116342,2013,Department of Human Genetics,,
114918,2013,Department of Human Genetics,,
116426,2013,School of Physical & Occupational Therapy,,
114167,2013,School of Physical & Occupational Therapy,,
116452,2013,Department of Anthropology,,
114919,2013,Department of Anthropology,,
116406,2013,Department of Integrated Studies in Education,,
114920,2013,Department of Integrated Studies in Education,,
116433,2013,Department of Psychology,,
114921,2013,Department of Psychology,,
114923,2013,Department of Educational and Counselling Psychology,,
116356,2013,Department of Educational and Counselling Psychology,,
114924,2013,Department of Medicine,,
116384,2013,Department of Physiology,,
114950,2013,Department of Physiology,,
116394,2013,Department of Biochemistry,,
114177,2013,Department of Biochemistry,,
114951,2013,Department of Biochemistry,,
114952,2013,Department of Integrated Studies in Education,,
116424,2013,Department of Epidemiology & Biostatistics,,
114953,2013,Department of Epidemiology & Biostatistics,,
116393,2013,Faculty of Religious Studies,,
114954,2013,Faculty of Religious Studies,,
116295,2013,Department of Integrated Studies in Education,,
114182,2013,Department of Integrated Studies in Education,,
114955,2013,Department of Integrated Studies in Education,,
116286,2013,Faculty of Law,,
114956,2013,Faculty of Law,,
116376,2013,Department of Political Science,,
114957,2013,Department of Political Science,,
114186,2013,Department of Epidemiology & Biostatistics,,
114958,2013,Department of Epidemiology & Biostatistics,,
116341,2013,Integrated Program in Neuroscience,,
114188,2013,Integrated Program in Neuroscience,,
114959,2013,Integrated Program in Neuroscience,,
116457,2013,Department of Microbiology & Immunology,,
114960,2013,Department of Microbiology & Immunology,,
116450,2013,Institute of Islamic Studies,,
114961,2013,Institute of Islamic Studies,,
114192,2013,Department of Epidemiology & Biostatistics,,
114962,2013,Department of Epidemiology & Biostatistics,,
116495,2013,Department of Psychiatry,,
114963,2013,Department of Psychiatry,,
114964,2013,Department of Otolaryngology - Head and Neck Surgery,,
116365,2013,Department of Integrated Studies in Education,,
114965,2013,Department of Integrated Studies in Education,,
116448,2013,School of Information Studies,,
114966,2013,School of Information Studies,,
114967,2013,School of Dietetics and Human Nutrition,,
116367,2013,Department of Biology,,
114968,2013,Department of Biology,,
114969,2013,Department of Bioresource Engineering,,
116354,2013,Integrated Program in Neuroscience,,
114970,2013,Integrated Program in Neuroscience,,
114971,2013,School of Social Work,,
116338,2013,School of Social Work,,
116458,2013,Schulich School of Music,,
114972,2013,Schulich School of Music,,
114204,2013,Department of Chemistry,,
114995,2013,Department of Chemistry,,
116461,2013,Schulich School of Music,,
114996,2013,Schulich School of Music,,
114997,2013,Department of Medicine,,
116396,2013,Department of Philosophy,,
114998,2013,Department of Philosophy,,
116355,2013,Department of Surgery,,
114999,2013,Department of Surgery,,
116436,2013,Department of Biology,,
115000,2013,Department of Biology,,
116423,2013,Department of Art History and Communications Studies,,
115001,2013,Department of Art History and Communications Studies,,
116441,2013,Department of Chemical Engineering,,
114212,2013,Department of Chemical Engineering,,
115002,2013,Department of Chemical Engineering,,
116410,2013,Department of Chemistry,,
115003,2013,Department of Chemistry,,
116523,2013,Faculty of Religious Studies,,
115004,2013,Faculty of Religious Studies,,
116392,2013,Department of Biology,,
115005,2013,Department of Biology,,
116413,2013,Department of Food Science and Agricultural Chemistry,,
114217,2013,Department of Food Science and Agricultural Chemistry,,
115006,2013,Department of Food Science and Agricultural Chemistry,,
116488,2013,Department of Biology,,
115007,2013,Department of Biology,,
116343,2013,Department of Physics,,
115008,2013,Department of Physics,,
116411,2013,Department of Pathology,,
115009,2013,Department of Pathology,,
116460,2013,Department of Physics,,
115010,2013,Department of Physics,,
114223,2013,Department of Educational and Counselling Psychology,,
115011,2013,Department of Educational and Counselling Psychology,,
116347,2013,Department of Electrical and Computer Engineering,,
115012,2013,Department of Electrical and Computer Engineering,,
114226,2013,Integrated Program in Neuroscience,,
115013,2013,Integrated Program in Neuroscience,,
115014,2013,Department of Human Genetics,,
115015,2013,Department of Electrical and Computer Engineering,,
116360,2013,Integrated Program in Neuroscience,,
115016,2013,Integrated Program in Neuroscience,,
116289,2013,School of Communications Sciences & Disorders,,
115017,2013,School of Communications Sciences & Disorders,,
116340,2013,Department of Philosophy,,
115018,2013,Department of Philosophy,,
116438,2013,Schulich School of Music,,
114233,2013,Schulich School of Music,,
115019,2013,Schulich School of Music,,
116375,2013,Department of Electrical and Computer Engineering,,
114617,2013,Department of Electrical and Computer Engineering,,
114236,2013,Integrated Program in Neuroscience,,
114618,2013,Integrated Program in Neuroscience,,
116290,2013,Department of Electrical and Computer Engineering,,
114619,2013,Department of Electrical and Computer Engineering,,
116526,2013,Integrated Program in Neuroscience,,
114239,2013,Integrated Program in Neuroscience,,
114620,2013,Integrated Program in Neuroscience,,
116301,2013,Department of Economics,,
114621,2013,Department of Economics,,
114622,2013,Faculty of Law,,
116434,2013,Department of Epidemiology & Biostatistics,,
114623,2013,Department of Epidemiology & Biostatistics,,
116291,2013,Department of Psychology,,
114624,2013,Department of Psychology,,
116402,2013,Department of Electrical and Computer Engineering,,
114246,2013,Department of Electrical and Computer Engineering,,
114625,2013,Department of Electrical and Computer Engineering,,
114245,2013,Department of Electrical and Computer Engineering,,
116402,2013,Department of Electrical and Computer Engineering,,
114625,2013,Department of Electrical and Computer Engineering,,
116327,2013,School of Architecture,,
114627,2013,School of Architecture,,
114628,2013,Department of Mining and Materials,,
116425,2013,Department of Physiology,,
114629,2013,Department of Physiology,,
116383,2013,Institute of Parasitology,,
114252,2013,Institute of Parasitology,,
114630,2013,Institute of Parasitology,,
114632,2013,Department of Electrical and Computer Engineering,,
116380,2013,Department of Psychology,,
114256,2013,Department of Psychology,,
114633,2013,Department of Psychology,,
116420,2013,Integrated Program in Neuroscience,,
114258,2013,Integrated Program in Neuroscience,,
114634,2013,Integrated Program in Neuroscience,,
114260,2013,Department of Biology,,
114635,2013,Department of Biology,,
116324,2013,Department of Microbiology & Immunology,,
114262,2013,Department of Microbiology & Immunology,,
114636,2013,Department of Microbiology & Immunology,,
114690,2013,Department of Electrical and Computer Engineering,,
114691,2013,Department of Medicine,,
114692,2013,Department of Earth and Planetary Sciences,,
116430,2013,Department of Physiology,,
114267,2013,Department of Physiology,,
114693,2013,Department of Physiology,,
116474,2013,Department of Surgery,,
114694,2013,Department of Surgery,,
114695,2013,Department of Chemistry,,
114696,2013,School of Computer Science,,
116326,2013,Department of Electrical and Computer Engineering,,
114272,2013,Department of Electrical and Computer Engineering,,
114697,2013,Department of Electrical and Computer Engineering,,
114698,2013,Department of Biology,,
114275,2013,Integrated Program in Neuroscience,,
114699,2013,Integrated Program in Neuroscience,,
114700,2013,Department of Civil Engineering & Applied Mechanics,,
116444,2013,School of Architecture,,
114701,2013,School of Architecture,,
116316,2013,Department of Physics,,
114702,2013,Department of Physics,,
114703,2013,Department of Natural Resource Sciences,,
114704,2013,Department of Physics,,
114705,2013,Integrated Program in Neuroscience,,
114283,2013,Department of Biochemistry,,
114706,2013,Department of Biochemistry,,
114285,2013,School of Dietetics and Human Nutrition,,
114707,2013,School of Dietetics and Human Nutrition,,
116462,2013,Department of Electrical and Computer Engineering,,
114708,2013,Department of Electrical and Computer Engineering,,
114709,2013,Department of Integrated Studies in Education,,
116353,2013,Department of Integrated Studies in Education,,
116317,2013,Department of Integrated Studies in Education,,
114289,2013,Department of Integrated Studies in Education,,
114710,2013,Department of Integrated Studies in Education,,
114711,2013,Department of Chemical Engineering,,
116435,2013,Department of Political Science,,
114712,2013,Department of Political Science,,
116446,2013,School of Physical & Occupational Therapy,,
114293,2013,School of Physical & Occupational Therapy,,
114713,2013,School of Physical & Occupational Therapy,,
114738,2013,Department of Civil Engineering & Applied Mechanics,,
116442,2013,Integrated Program in Neuroscience,,
114296,2013,Integrated Program in Neuroscience,,
114739,2013,Integrated Program in Neuroscience,,
114740,2013,Department of Electrical and Computer Engineering,,
114299,2013,Faculty of Law,,
114741,2013,Faculty of Law,,
114742,2013,Department of Epidemiology & Biostatistics,,
114743,2013,Department of East Asian Studies,,
116371,2013,Integrated Program in Neuroscience,,
114303,2013,Integrated Program in Neuroscience,,
114744,2013,Integrated Program in Neuroscience,,
114745,2013,Department of Biology,,
114306,2013,Department of Kinesiology and Physical Education,,
114746,2013,Department of Kinesiology and Physical Education,,
114747,2013,Department of Electrical and Computer Engineering,,
114309,2013,School of Physical & Occupational Therapy,,
114748,2013,School of Physical & Occupational Therapy,,
116331,2013,Department of Civil Engineering & Applied Mechanics,,
114749,2013,Department of Civil Engineering & Applied Mechanics,,
114750,2013,Department of Anatomy and Cell Biology,,
114751,2013,Department of Geography,,
116466,2013,Department of Biomedical Engineering,,
114314,2013,Department of Biomedical Engineering,,
114752,2013,Department of Biomedical Engineering,,
116313,2013,Department of History and Classical Studies,,
114754,2013,Department of Pharmacology & Therapeutics,,
116421,2013,Department of Pharmacology & Therapeutics,,
114318,2013,Department of Pharmacology & Therapeutics,,
114755,2013,Department of Pharmacology & Therapeutics,,
116499,2013,Department of French Language and Literature,,
114756,2013,Department of French Language and Literature,,
116330,2013,Department of Biochemistry,,
114757,2013,Department of Biochemistry,,
116364,2013,Department of Natural Resource Sciences,,
114322,2013,Department of Natural Resource Sciences,,
114758,2013,Department of Natural Resource Sciences,,
114759,2013,Department of Chemical Engineering,,
116363,2013,Department of Medicine,,
114760,2013,Department of Medicine,,
114761,2013,Department of Earth and Planetary Sciences,,
116456,2013,Department of Civil Engineering & Applied Mechanics,,
114763,2013,Department of Civil Engineering & Applied Mechanics,,
114764,2013,Department of Biology,,
116505,2013,Medical Physics Unit,,
114765,2013,Medical Physics Unit,,
116387,2013,Department of Linguistics,,
114766,2013,Department of Linguistics,,
116309,2013,Department of Linguistics,,
114767,2013,Department of Linguistics,,
116502,2013,School of Computer Science,,
114768,2013,School of Computer Science,,
114769,2013,Department of Educational and Counselling Psychology,,
116431,2013,Department of Psychology,,
114336,2013,Department of Psychology,,
114770,2013,Department of Psychology,,
114771,2013,Department of Anatomy and Cell Biology,,
116348,2013,Schulich School of Music,,
114339,2013,Schulich School of Music,,
114772,2013,Schulich School of Music,,
116359,2013,Department of English,,
114773,2013,Department of English,,
114774,2013,Department of Medicine,,
116453,2013,Department of Linguistics,,
114775,2013,Department of Linguistics,,
116518,2013,Department of Geography,,
114776,2013,Department of Geography,,
114346,2013,Department of Biomedical Engineering,,
114778,2013,Department of Biomedical Engineering,,
116294,2013,Department of Biology,,
114779,2013,Department of Biology,,
114780,2013,Department of Medicine,,
116368,2013,Institute of Parasitology,,
114350,2013,Institute of Parasitology,,
114781,2013,Institute of Parasitology,,
116443,2013,Department of Electrical and Computer Engineering,,
114782,2013,Department of Electrical and Computer Engineering,,
116370,2013,Department of Mining and Materials,,
114783,2013,Department of Mining and Materials,,
116483,2013,Department of Pharmacology & Therapeutics,,
114354,2013,Department of Pharmacology & Therapeutics,,
114800,2013,Department of Pharmacology & Therapeutics,,
114801,2013,Department of Physics,,
116288,2013,Department of Political Science,,
114357,2013,Department of Political Science,,
114802,2013,Department of Political Science,,
114803,2013,Department of Medicine,,
114360,2013,Faculty of Dentistry,,
114804,2013,Faculty of Dentistry,,
114362,2013,School of Computer Science,,
114805,2013,School of Computer Science,,
116506,2013,Department of Civil Engineering & Applied Mechanics,,
114806,2013,Department of Civil Engineering & Applied Mechanics,,
116349,2013,Department of Mechanical Engineering,,
114807,2013,Department of Mechanical Engineering,,
116372,2013,Department of Biology,,
114366,2013,Department of Biology,,
114808,2013,Department of Biology,,
114809,2013,Department of Physics,,
114369,2013,Desautels Faculty of Management,,
114810,2013,Desautels Faculty of Management,,
114811,2013,Department of Kinesiology and Physical Education,,
114812,2013,Department of Human Genetics,,
116344,2013,School of Computer Science,,
114813,2013,School of Computer Science,,
116503,2013,Department of Microbiology & Immunology,,
114814,2013,Department of Microbiology & Immunology,,
116520,2013,Department of Natural Resource Sciences,,
114815,2013,Department of Natural Resource Sciences,,
116377,2013,Department of Chemistry,,
114376,2013,Department of Chemistry,,
114816,2013,Department of Chemistry,,
114817,2013,Department of Electrical and Computer Engineering,,
116345,2013,Department of French Language and Literature,,
114818,2013,Department of French Language and Literature,,
114819,2013,Institute of Parasitology,,
116351,2013,Institute of Parasitology,,
114820,2013,Department of Physics,,
114821,2013,Department of French Language and Literature,,
116525,2013,Department of Medicine,,
114822,2013,Department of Medicine,,
114384,2013,School of Physical & Occupational Therapy,,
114823,2013,School of Physical & Occupational Therapy,,
116509,2013,Department of Civil Engineering & Applied Mechanics,,
114824,2013,Department of Civil Engineering & Applied Mechanics,,
114825,2013,Department of Civil Engineering & Applied Mechanics,,
114826,2013,Department of Electrical and Computer Engineering,,
116498,2013,School of Physical & Occupational Therapy,,
114827,2013,School of Physical & Occupational Therapy,,
114828,2013,Integrated Program in Neuroscience,,
116417,2013,Department of Electrical and Computer Engineering,,
114829,2013,Department of Electrical and Computer Engineering,,
116481,2013,Department of Natural Resource Sciences,,
114830,2013,Department of Natural Resource Sciences,,
114831,2013,Department of French Language and Literature,,
114394,2013,Department of Biology,,
114832,2013,Department of Biology,,
116429,2013,Department of Atmospheric and Oceanic Sciences,,
114833,2013,Department of Atmospheric and Oceanic Sciences,,
114834,2013,Department of Biomedical Engineering,,
116320,2013,Department of Electrical and Computer Engineering,,
114835,2013,Department of Electrical and Computer Engineering,,
116459,2013,Department of Biology,,
114836,2013,Department of Biology,,
114837,2013,Department of Medicine,,
116379,2013,Department of Biology,,
114401,2013,Department of Biology,,
114838,2013,Department of Biology,,
116409,2013,Department of Mechanical Engineering,,
114839,2013,Department of Mechanical Engineering,,
116397,2013,School of Dietetics and Human Nutrition,,
114404,2013,School of Dietetics and Human Nutrition,,
114840,2013,School of Dietetics and Human Nutrition,,
116482,2013,Department of Surgery,,
114406,2013,Department of Surgery,,
114841,2013,Department of Surgery,,
116477,2013,Department of Epidemiology & Biostatistics,,
114408,2013,Department of Epidemiology & Biostatistics,,
114842,2013,Department of Epidemiology & Biostatistics,,
114843,2013,Department of Kinesiology and Physical Education,,
116415,2013,Department of Biomedical Engineering,,
114844,2013,Department of Biomedical Engineering,,
116512,2013,Department of Chemical Engineering,,
114845,2013,Department of Chemical Engineering,,
114846,2013,Department of Electrical and Computer Engineering,,
116464,2013,School of Computer Science,,
114847,2013,School of Computer Science,,
116328,2013,Faculty of Religious Studies,,
114848,2013,Faculty of Religious Studies,,
114849,2013,Department of Physics,,
116390,2013,School of Architecture,,
114850,2013,School of Architecture,,
114851,2013,Department of Physics,,
116454,2013,Department of Electrical and Computer Engineering,,
114852,2013,Department of Electrical and Computer Engineering,,
116366,2013,Department of Anthropology,,
114853,2013,Department of Anthropology,,
116440,2013,Institute of Islamic Studies,,
114854,2013,Institute of Islamic Studies,,
114855,2013,Department of Civil Engineering & Applied Mechanics,,
116315,2013,Department of Atmospheric and Oceanic Sciences,,
114856,2013,Department of Atmospheric and Oceanic Sciences,,
116427,2013,Department of Integrated Studies in Education,,
114857,2013,Department of Integrated Studies in Education,,
116400,2013,Department of Electrical and Computer Engineering,,
114858,2013,Department of Electrical and Computer Engineering,,
114859,2013,Department of Earth and Planetary Sciences,,
116310,2013,Department of History and Classical Studies,,
114860,2013,Department of History and Classical Studies,,
114861,2013,Department of Mechanical Engineering,,
116467,2013,Department of Electrical and Computer Engineering,,
114862,2013,Department of Electrical and Computer Engineering,,
116314,2013,Department of Mining and Materials,,
114863,2013,Department of Mining and Materials,,
114864,2013,Department of Mathematics and Statistics,,
114865,2013,Department of Mathematics and Statistics,,
114866,2013,Department of Pathology,,
116524,2013,Department of Biochemistry,,
114867,2013,Department of Biochemistry,,
114868,2013,Department of Earth and Planetary Sciences,,
114869,2013,Faculty of Law,,
114870,2013,Department of French Language and Literature,,
114871,2013,Department of Educational and Counselling Psychology,,
116494,2013,Integrated Program in Neuroscience,,
114439,2013,Integrated Program in Neuroscience,,
114872,2013,Integrated Program in Neuroscience,,
114873,2013,Integrated Program in Neuroscience,,
116321,2013,Department of Chemistry,,
114874,2013,Department of Chemistry,,
114875,2013,Department of Medicine,,
116357,2013,Department of Chemical Engineering,,
114444,2013,Department of Chemical Engineering,,
114876,2013,Department of Chemical Engineering,,
114877,2013,Department of Medicine,,
116302,2013,Department of Physics,,
114878,2013,Department of Physics,,
116432,2013,School of Information Studies,,
114448,2013,School of Information Studies,,
114879,2013,School of Information Studies,,
116492,2013,Integrated Program in Neuroscience,,
114880,2013,Integrated Program in Neuroscience,,
116487,2013,Faculty of Law,,
114881,2013,Faculty of Law,,
116463,2013,Integrated Program in Neuroscience,,
114452,2013,Integrated Program in Neuroscience,,
114882,2013,Integrated Program in Neuroscience,,
116361,2013,Department of Electrical and Computer Engineering,,
114883,2013,Department of Electrical and Computer Engineering,,
114884,2013,Faculty of Dentistry,,
114885,2013,Department of Political Science,,
116358,2013,Department of Electrical and Computer Engineering,,
114886,2013,Department of Electrical and Computer Engineering,,
116373,2013,Department of Civil Engineering & Applied Mechanics,,
114887,2013,Department of Civil Engineering & Applied Mechanics,,
116412,2013,Department of Physics,,
116385,2013,Department of Epidemiology & Biostatistics,,
114888,2013,Department of Epidemiology & Biostatistics,,
116388,2013,Department of Bioresource Engineering,,
114889,2013,Department of Bioresource Engineering,,
116352,2013,Department of Electrical and Computer Engineering,,
114890,2013,Department of Electrical and Computer Engineering,,
116307,2013,Department of Mining and Materials,,
114891,2013,Department of Mining and Materials,,
114463,2013,Department of Biomedical Engineering,,
114892,2013,Department of Biomedical Engineering,,
116408,2013,Department of Electrical and Computer Engineering,,
114893,2013,Department of Electrical and Computer Engineering,,
116451,2013,Department of Kinesiology and Physical Education,,
114466,2013,Department of Kinesiology and Physical Education,,
114894,2013,Department of Kinesiology and Physical Education,,
114895,2013,Department of Earth and Planetary Sciences,,
116428,2013,Department of Bioresource Engineering,,
114896,2013,Department of Bioresource Engineering,,
114897,2013,Department of Electrical and Computer Engineering,,
133381,2013,Department of Electrical and Computer Engineering,,
114471,2013,Department of Civil Engineering & Applied Mechanics,,
114898,2013,Department of Civil Engineering & Applied Mechanics,,
116447,2013,Department of Electrical and Computer Engineering,,
114899,2013,Department of Electrical and Computer Engineering,,
116404,2013,Department of Mechanical Engineering,,
114901,2013,Department of Mechanical Engineering,,
116308,2013,Department of Electrical and Computer Engineering,,
114902,2013,Department of Electrical and Computer Engineering,,
116325,2013,Department of Chemical Engineering,,
114477,2013,Department of Chemical Engineering,,
114903,2013,Department of Chemical Engineering,,
116395,2013,Department of Mechanical Engineering,,
114904,2013,Department of Mechanical Engineering,,
116350,2013,Department of Mechanical Engineering,,
114905,2013,Department of Mechanical Engineering,,
116439,2013,Department of Bioresource Engineering,,
114925,2013,Department of Bioresource Engineering,,
116297,2013,School of Physical & Occupational Therapy,,
114482,2013,School of Physical & Occupational Therapy,,
114926,2013,School of Physical & Occupational Therapy,,
114484,2013,Department of Kinesiology and Physical Education,,
114927,2013,Department of Kinesiology and Physical Education,,
116362,2013,Department of Human Genetics,,
114928,2013,Department of Human Genetics,,
114929,2013,Department of Bioresource Engineering,,
116306,2013,Department of Natural Resource Sciences,,
114930,2013,Department of Natural Resource Sciences,,
116478,2013,Department of Surgery,,
114931,2013,Department of Surgery,,
114490,2013,Department of Mining and Materials,,
114932,2013,Department of Mining and Materials,,
116346,2013,Department of Mining and Materials,,
116475,2013,Department of Medicine,,
114933,2013,Department of Medicine,,
116418,2013,Department of Medicine,,
114493,2013,Department of Medicine,,
114934,2013,Department of Medicine,,
114935,2013,Department of Physics,,
114936,2013,Integrated Program in Neuroscience,,
116491,2013,Medical Physics Unit,,
114937,2013,Medical Physics Unit,,
116472,2013,Department of Plant Science,,
114938,2013,Department of Plant Science,,
114939,2013,Department of Epidemiology & Biostatistics,,
114940,2013,Department of Political Science,,
116414,2013,Department of Civil Engineering & Applied Mechanics,,
114941,2013,Department of Civil Engineering & Applied Mechanics,,
114502,2013,Schulich School of Music,,
114942,2013,Schulich School of Music,,
114501,2013,Schulich School of Music,,
114942,2013,Schulich School of Music,,
114943,2013,School of Computer Science,,
116480,2013,Department of Electrical and Computer Engineering,,
114944,2013,Department of Electrical and Computer Engineering,,
114945,2013,Department of Electrical and Computer Engineering,,
114946,2013,School of Computer Science,,
114947,2013,Department of Mechanical Engineering,,
114948,2013,Department of Geography,,
116508,2013,Department of Geography,,
114510,2013,Department of Geography,,
114949,2013,Department of Geography,,
116521,2013,Department of Civil Engineering & Applied Mechanics,,
114973,2013,Department of Civil Engineering & Applied Mechanics,,
114974,2013,Department of Earth and Planetary Sciences,,
114514,2013,Department of Biology,,
114975,2013,Department of Biology,,
114516,2013,Department of Biology,,
114976,2013,Department of Biology,,
114977,2013,Department of Plant Science,,
114519,2013,Faculty of Dentistry,,
114978,2013,Faculty of Dentistry,,
114979,2013,Integrated Program in Neuroscience,,
114980,2013,Department of Human Genetics,,
116455,2013,Department of Mechanical Engineering,,
114524,2013,Department of Mechanical Engineering,,
114981,2013,Department of Mechanical Engineering,,
114982,2013,Faculty of Religious Studies,,
114983,2013,Department of Electrical and Computer Engineering,,
116514,2013,Department of Plant Science,,
114984,2013,Department of Plant Science,,
114985,2013,Department of Human Genetics,,
114986,2013,Department of Physics,,
116490,2013,Department of Biochemistry,,
114987,2013,Department of Biochemistry,,
114988,2013,Department of Psychiatry,,
116516,2013,Schulich School of Music,,
114989,2013,Schulich School of Music,,
116493,2013,Department of History and Classical Studies,,
114990,2013,Department of History and Classical Studies,,
114991,2013,School of Dietetics and Human Nutrition,,
116468,2013,Department of Chemical Engineering,,
114992,2013,Department of Chemical Engineering,,
114993,2013,Schulich School of Music,,
114538,2013,Department of Anatomy and Cell Biology,,
116510,2013,Department of Plant Science,,
114540,2013,Department of Plant Science,,
114994,2013,Department of Plant Science,,
116486,2013,Medical Physics Unit,,
114637,2013,Medical Physics Unit,,
116511,2013,School of Computer Science,,
114638,2013,School of Computer Science,,
116476,2013,Department of Electrical and Computer Engineering,,
114639,2013,Department of Electrical and Computer Engineering,,
114640,2013,Department of Psychology,,
114641,2013,Department of Educational and Counselling Psychology,,
116500,2013,Department of French Language and Literature,,
114642,2013,Department of French Language and Literature,,
114643,2013,Department of Educational and Counselling Psychology,,
116469,2013,School of Physical & Occupational Therapy,,
114644,2013,School of Physical & Occupational Therapy,,
114645,2013,Schulich School of Music,,
114646,2013,Department of Educational and Counselling Psychology,,
116489,2013,Faculty of Dentistry,,
114552,2013,Faculty of Dentistry,,
114647,2013,Faculty of Dentistry,,
114648,2013,Department of Mechanical Engineering,,
114649,2013,Department of Mining and Materials,,
114650,2013,Department of Microbiology & Immunology,,
116479,2013,School of Computer Science,,
114651,2013,School of Computer Science,,
114652,2013,School of Computer Science,,
114653,2013,Department of Physics,,
116473,2013,School of Physical & Occupational Therapy,,
114654,2013,School of Physical & Occupational Therapy,,
114655,2013,Department of Mechanical Engineering,,
114656,2013,Department of Electrical and Computer Engineering,,
114657,2013,Faculty of Law,,
114658,2013,Department of Epidemiology & Biostatistics,,
114659,2013,Department of Physics,,
116470,2013,Department of Electrical and Computer Engineering,,
114660,2013,Department of Electrical and Computer Engineering,,
116501,2013,Department of Electrical and Computer Engineering,,
114661,2013,Department of Electrical and Computer Engineering,,
114662,2013,Department of Chemical Engineering,,
114663,2013,Department of Civil Engineering & Applied Mechanics,,
114664,2013,Department of Medicine,,
114714,2013,Department of Earth and Planetary Sciences,,
114715,2013,Department of Mechanical Engineering,,
114716,2013,Department of Educational and Counselling Psychology,,
114717,2013,Department of Electrical and Computer Engineering,,
116522,2013,Integrated Program in Neuroscience,,
114575,2013,Integrated Program in Neuroscience,,
114718,2013,Integrated Program in Neuroscience,,
114719,2013,Department of Physics,,
114720,2013,Department of Bioresource Engineering,,
114721,2013,Department of Earth and Planetary Sciences,,
114722,2013,Department of Geography,,
116507,2013,Department of Earth and Planetary Sciences,,
114723,2013,Department of Earth and Planetary Sciences,,
114724,2013,Department of Microbiology & Immunology,,
114725,2013,School of Physical & Occupational Therapy,,
114584,2013,School of Dietetics and Human Nutrition,,
114726,2013,School of Dietetics and Human Nutrition,,
114727,2013,Department of Natural Resource Sciences,,
114728,2013,Department of Biomedical Engineering,,
116519,2013,Department of Kinesiology and Physical Education,,
114588,2013,Department of Kinesiology and Physical Education,,
114729,2013,Department of Kinesiology and Physical Education,,
116496,2013,Department of Biology,,
114730,2013,Department of Biology,,
114731,2013,School of Dietetics and Human Nutrition,,
116504,2013,Department of Kinesiology and Physical Education,,
114732,2013,Department of Kinesiology and Physical Education,,
114593,2013,Department of Biology,,
114733,2013,Department of Biology,,
114734,2013,Department of Earth and Planetary Sciences,,
114735,2013,Department of Medicine,,
116497,2013,School of Computer Science,,
114736,2013,School of Computer Science,,
114737,2013,Department of Pharmacology & Therapeutics,,
114784,2013,Department of Medicine,,
114785,2013,Department of Animal Science,,
114786,2013,School of Dietetics and Human Nutrition,,
114787,2013,Department of Mathematics and Statistics,,
114788,2013,Department of Bioresource Engineering,,
116515,2013,Department of Surgery,,
114789,2013,Department of Surgery,,
114606,2013,Department of Medicine,,
114790,2013,Department of Medicine,,
114791,2013,Department of Medicine,,
114792,2013,Faculty of Law,,
114793,2013,Faculty of Law,,
114794,2013,Department of Natural Resource Sciences,,
116471,2013,Department of Epidemiology & Biostatistics,,
114795,2013,Department of Epidemiology & Biostatistics,,
116513,2013,Faculty of Law,,
114796,2013,Faculty of Law,,
114797,2013,Institute of Air and Space Law,,
114798,2013,Department of Political Science,,
114799,2013,Faculty of Law,,
116318,2013,School of Computer Science,,
116839,2013,Department of Human Genetics,,
117400,2013,Department of Human Genetics,,
117661,2013,Department of Human Genetics,,
117753,2013,Department of Surgery,,
117401,2013,Department of Surgery,,
117683,2013,Department of Sociology,,
117402,2013,Department of Sociology,,
116843,2013,Department of Physics,,
117403,2013,Department of Physics,,
117720,2013,Department of Physics,,
